artifact__title,artifact__summary,artifact__type,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__tags,artifact__people__author,artifact__people__editor,collection__uuid,file__url
Widespread and Systematic: Violence against the Rohingya in Myanmar,,report,2018-08-30,,,https://phr.org/our-work/resources/widespread-and-systematic/,Mass Atrocities|Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/08/WidespreadandSystematic.pdf
“Please Tell the World What They Have Done to Us”,"On August 27, 2017, Myanmar security forces and Rakhine Buddhist civilians attacked the village of Chut Pyin in northern Rakhine state, massacring its Rohingya Muslim residents and burning their homes to the ground. The attackers perpetrated a vast array of human rights violations on the Rohingya villagers, including killings, disappearances, beatings, stabbings, rape, and forcible displacement. It is estimated that some 400 Chut Pyin villagers, including 99 children, were killed that day or are missing – including a group of 50 men who were taken away and never seen again. Similar attacks have killed thousands of Rohingya and pushed at least 720,000 refugees into neighboring Bangladesh since August 2017. As part of a broad effort to secure forensic evidence of atrocities against the Rohingya, Physicians for Human Rights (PHR) interviewed and conducted forensic examinations of 22 survivors – men, women, and children – of the Chut Pyin massacre. The injuries PHR doctors documented, including gunshot wounds, blunt-force trauma, lacerations, and more, serve as clear medical evidence to corroborate the survivors’ accounts of shooting attacks, beatings, stabbings, and other forms of violence which occurred on that day. Based on the forensic examinations and the consistent and detailed testimony, as well as corroborating information from additional credible sources, PHR believes that the savagery inflicted on the people of Chut Pyin is a typical example of the widespread and systematic campaign that Myanmar authorities have waged against the Rohingya – acts that should be investigated as crimes against humanity. Back to top",report,2018-07-19,,,https://phr.org/our-work/resources/please-tell-the-world-what-they-have-done-to-us/,Mass Atrocities|Burma,"Rohini J. Haar, MD, MPH",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2020/03/PHR-Chut-Pyin-report-July-2018-FINAL-Reduced-Size.pdf
Neither Justice Nor Treatment,,report,2017-06-15,,,https://phr.org/our-work/resources/niether-justice-nor-treatment/,When Doctors Harm|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2017/06/phr_drugcourts_report_singlepages.pdf
Nuremberg Betrayed: Human Experimentation and the CIA Torture Program,,report,2017-06-05,,,https://phr.org/our-work/resources/nuremberg-betrayed-human-experimentation-and-the-cia-torture-program/,Torture|United States,"Scott A. Allen, MD, FACP",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2017/06/phr_humanexperimentationreport_executivesummary.pdf
Health Impacts of Crowd-Control Weapons: Kinetic Impact Projectiles (Rubber Bullets),,factsheet,2017-01-01,,,https://phr.org/our-work/resources/health-impacts-of-crowd-control-weapons-kinetic-impact-projectiles-rubber-bullets/,Weapons,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2020/06/PHR_INCLO_Fact_Sheet_Kinetic_Impact_Projectiles.pdf
PHR Warns Against Excessive Use of Force at Standing Rock,,other,2017-02-03,,,https://phr.org/our-work/resources/phr-warns-against-excessive-use-of-force-at-standing-rock/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/PHR_Letter_on_Standing-Rock.pdf
PHR Urges Russian Medical Community to Protect Health in Syria,,other,2016-12-01,,,https://phr.org/our-work/resources/phr-urges-russian-medical-community-to-protect-health-in-syria/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/PHR-Urges-Russian-Medical-Community-to-Protect-Health-in-Syria-Russian.pdf
Letter to Turkish President on Unlawful Charges Against Human Rights Defenders,,other,2016-11-01,,,https://phr.org/our-work/resources/letter-to-turkish-president-on-unlawful-charges-against-human-rights-defenders/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Solidarity-Call-for-First-Hearing-of-Prof-Sebnem-Korur-Fincanci.pdf
"Blind to Justice: Excessive Use of Force and Attacks on Health Care in Jammu and Kashmir, India",,report,2016-12-01,,,https://phr.org/our-work/resources/blind-to-justice-excessive-use-of-force-and-attacks-on-health-care-in-jammu-and-kashmir-india/,Attacks on Health Care|India,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/Kashmir-Report-Dec-2016.pdf
"Where There is Police, There is Persecution",,report,2016-10-01,,,https://phr.org/our-work/resources/where-there-is-police-there-is-persecution/,Mass Atrocities|Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2016/10/Burma-Rakhine-State-Oct-2016.pdf
Letter to Indian Minister of Home Affairs,,other,2016-09-06,,,https://phr.org/our-work/resources/letter-to-indian-minister-of-home-affairs/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/stun-grenades.pdf
Letter to Vice President Biden on Crisis in Türkiye,,other,2016-08-01,,,https://phr.org/our-work/resources/letter-to-vice-president-biden-on-crisis-in-turkey/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-vice-president-biden.pdf
Southeastern Türkiye: Health Care Under Siege,,report,2016-08-01,,,https://phr.org/our-work/resources/southeastern-turkey-health-care-under-siege-2/,Attacks on Health Care,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/southeastern-turkey-health-care-under-siege.pdf
Statement on Anal Examinations in Cases of Alleged Homosexuality,,other,2016-05-01,,,https://phr.org/our-work/resources/statement-on-anal-examinations-in-cases-of-alleged-homosexuality/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/statement-on-anal-examinations-in-cases-of-alleged-homosexuality.pdf
Update on Syria,,other,2016-04-01,,,https://phr.org/our-work/resources/update-on-syria-april-2016/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/update-on-syria-april-2016.pdf
Prepared Remarks – Five Years of War in Syria: Health Care Under Attack,,other,2016-03-01,,,https://phr.org/our-work/resources/prepared-remarks-five-years-of-war-in-syria-health-care-under-attack/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/remarks-five-years-of-war-in-syria-health-care-under-attack.pdf
Letter to Secretary of Health Republic of the Philippines,,correspondence,2017-08-04,,,https://phr.org/our-work/resources/letter-to-secretary-of-health-republic-of-the-philippines/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/PHR_letter_to_Philippines_Secretary_of_Health.pdf
No Peace Without Justice in Syria,,report,2016-03-01,,,https://phr.org/our-work/resources/no-peace-without-justice-in-syria/,Attacks on Health Care|Syria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/NoPeaceWithoutJusticeinSyria_FINALv2.pdf
Health Impacts of Crowd-Control Weapons: Chemical Irritants (Tear Gas and Pepper Spray),,factsheet,2017-01-01,,,https://phr.org/our-work/resources/health-impacts-of-crowd-control-weapons-chemical-irritants-tear-gas-and-pepper-spray/,Weapons,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2020/06/PHR_INCLO_Fact_Sheets_Chemical_Irritants.pdf
Madaya: Portrait of a Syrian Town Under Siege,,report,2016-07-01,,,https://phr.org/our-work/resources/madaya-portrait-of-a-syrian-town-under-siege/,Syria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/madaya-portrait-of-a-syrian-town-under-siege.pdf
Access Denied: UN Aid Deliveries to Syria’s Besieged and Hard-to-Reach Areas,,report,2017-03-01,,,https://phr.org/our-work/resources/access-denied-un-aid-deliveries-to-syrias-besieged-and-hard-to-reach-areas/,Attacks on Health Care|Syria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/phr-access-denied.pdf
Letter to U.S. Senate on Indefinite Detention,,other,2016-06-01,,,https://phr.org/our-work/resources/letter-to-u-s-senate-on-indefinite-detention/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-senate-on-indefinite-detention.pdf
Let Syria’s Health Professionals Work,,other,2016-02-01,,,https://phr.org/our-work/resources/let-syrias-health-professionals-work/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/let-syrias-health-professionals-work.pdf
Priority Actions in the Zika Virus Response,,other,2016-02-01,,,https://phr.org/our-work/resources/priority-actions-in-the-zika-virus-response/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/priority-actions-in-the-zika-virus-response.pdf
Truth Matters: Accountability for CIA Psychological Torture,,report,2015-12-01,,,https://phr.org/our-work/resources/truth-matters-accountability-for-cia-psychological-torture/,Torture|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2015/12/truth-matters.pdf
Enhancing a Regional Response to Crimes of Sexual Violence,,report,2015-12-01,,,https://phr.org/our-work/resources/enhancing-a-regional-response-to-crimes-of-sexual-violence/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/enhancing-a-regional-response-to-crimes-of-sexual-violence.pdf
Syria Cessation of Hostilities Fails on Aid Delivery,,other,2016-03-01,,,https://phr.org/our-work/resources/syria-cessation-of-hostilities-fails-on-aid-delivery/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_Reports/Empty_Promises.pdf
Annual Report 2015,,report,2015-11-01,,,https://phr.org/our-work/resources/annual-report-2015/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/annual-report-2015.pdf
Aleppo Abandoned,,report,2015-11-01,,,https://phr.org/our-work/resources/aleppo-abandoned/,Attacks on Health Care|Syria,"Michele Heisler, MD, MPA",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2015/11/aleppo-abandoned.pdf
"Forced Displacements and Destroyed Lives around Upper Paunglaung Dam in Shan State, Myanmar",,report,2015-10-01,,,https://phr.org/our-work/resources/forced-displacements-and-destroyed-lives-around-upper-paunglaung-dam-in-shan-state-myanmar/,Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2015/10/burma-shanstate-english-report-oct2015.pdf
"Virginity and Hymen Testing: No Factual, Scientific, or Medical Basis",,other,2015-05-01,,,https://phr.org/our-work/resources/virginity-and-hymen-testing-no-factual-scientific-or-medical-basis/,Sexual Violence,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/virginity-and-hymen-testing.pdf
Letter to President Obama on the Kunduz Hospital Attack,,other,2016-01-16,,,https://phr.org/our-work/resources/letter-to-president-obama-on-the-kunduz-hospital-attack/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-president-obama-on-kunduz-attack.pdf
Lethal in Disguise,,report,2016-03-01,,,https://phr.org/our-work/resources/lethal-in-disguise/,Weapons|Global,"Vincent Iacopino, MD, PhD|Rohini J. Haar, MD, MPH",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2018/09/lethal-in-disguise.pdf
Letter to Turkish Prime Minister on Lack of Access to Medical Care in Southeastern Türkiye,,other,2016-01-08,,,https://phr.org/our-work/resources/letter-to-turkish-prime-minister-on-lack-of-access-to-medical-care-in-southeastern-turkey/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-turkish-prime-minister-on-lack-of-access-to-medical-care-in-southeastern-turkey.pdf
Letter to APA Leadership on Prohibiting Psychologists' Participation in Interrogations,,other,2015-07-31,,,https://phr.org/our-work/resources/letter-to-apa-leadership-on-prohibiting-psychologists-participation-in-interrogations/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-apa-leadership-on-prohibiting-psychologists-participation-in-interrogations.pdf
Syria's Medical Community Under Assault,,other,2015-02-01,,,https://phr.org/our-work/resources/syrias-medical-community-under-assault/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Syria%27s-Medical-Community-Under-Assault-January-2014.pdf
Letter to President Obama on Rejecting Request to Return CIA Torture Report,,other,2015-01-28,,,https://phr.org/our-work/resources/letter-to-president-obama-on-rejecting-request-to-return-cia-torture-report/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-president-obama-on-rejecting-request-to-return-cia-torture-report.pdf
Doing Harm: Health Professionals’ Central Role in the CIA Torture Program,,report,2014-12-01,,,https://phr.org/our-work/resources/doing-harm-health-professionals-central-role-in-the-cia-torture-program/,Torture|United States,"Scott A. Allen, MD, FACP|Stephen Soldz, PhD|Steven Reisner, PhD|Vincent Iacopino, MD, PhD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2014/12/doing-harm-health-professionals-central-role-in-the-cia-torture-program.pdf
Open Letter to the Government of Bahrain,,other,2015-03-01,,,https://phr.org/our-work/resources/open-letter-to-the-government-of-bahrain/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/open-letter-to-the-government-of-bahrain.pdf
Annual Report 2013,,report,2014-06-01,,,https://phr.org/our-work/resources/annual-report-2013/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/annual-report-2013.pdf
Summary of Roundtable Discussion,,other,2014-06-01,,,https://phr.org/our-work/resources/summary-of-roundtable-discussion/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/reparations-for-survivors-of-sexual-violence.pdf
A Foreseeable Disaster in Burma,,report,2014-11-01,,,https://phr.org/our-work/resources/a-foreseeable-disaster-in-burma/,Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2014/11/Burma-Thilawa-English-Report-Nov2014.pdf
Student Toolkit,,other,2014-05-01,,,https://phr.org/our-work/resources/student-toolkit/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/student-toolkit-medical-neutrality-protection-act.pdf
PHR Joins Letter Urging White House to Lead in Declassifying Torture Report,,other,2014-04-01,,,https://phr.org/our-work/resources/phr-joins-letter-urging-white-house-to-lead-in-declassifying-torture-report/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-President-Obama-SSCI-April-2014.pdf
Impunity in Honduras,,report,2014-02-01,,,https://phr.org/our-work/resources/impunity-in-honduras/,Torture|Honduras,"Nery Suyapa Osorio, LLM, LLL",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2014/02/Honduras-Impunity-Report-February-2014.pdf
"International NGOs Urge Ban Ki-moon to Negotiate Aid Access to Rakhine State, Myanmar (Burma)",,other,2015-05-20,,,https://phr.org/our-work/resources/international-ngos-urge-ban-ki-moon-to-negotiate-aid-access-to-rakhine-state-myanmar-burma/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/letter-to-ban-ki-moon-5.20.15.pdf
Annual Report 2014,,report,2014-11-01,,,https://phr.org/our-work/resources/annual-report-2014/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2015/07/annual-report-2014.pdf
Fact Sheet: Rectal Hydration and Rectal Feeding,,other,2014-12-01,,,https://phr.org/our-work/resources/fact-sheet-rectal-hydration-and-rectal-feeding/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/fact-sheet-rectal-hydration-and-rectal-feeding.pdf
Letter to Turkish Prime Minister on Legal Action Against Doctors,,other,2014-01-06,,,https://phr.org/our-work/resources/letter-to-turkish-prime-minister-on-legal-action-against-doctors/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-Turkish-Prime-Minister-March-2014.pdf
Letter to Turkish President on Health Bill,,other,2014-01-09,,,https://phr.org/our-work/resources/letter-to-turkish-president-on-health-bill/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-Turkish-President-January-2014.pdf
Letter to Turkish Minister of Health on Draft Health Law,,other,2013-11-21,,,https://phr.org/our-work/resources/letter-to-turkish-minister-of-health-on-draft-health-law/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-Turkish-Minister-of-Health-November-2013.pdf
Introduction to Medical Neutrality,,other,2013-11-01,,,https://phr.org/our-work/resources/introduction-to-medical-neutrality/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Medical-neutrality-policy-brief-April-2017.pdf
A Message from Behind Bars in Bahrain,,other,2013-11-01,,,https://phr.org/our-work/resources/a-message-from-behind-bars-in-bahrain/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/A-Message-from-Behind-Bars-in-Bahrain.pdf
Contempt for Freedom: State Use of Tear Gas as a Weapon and Attacks on Medical Personnel in Türkiye,,report,2013-09-01,,,https://phr.org/our-work/resources/contempt-for-freedom/,Persecution of Health Workers,"Michele Heisler, MD, MPA|Vincent Iacopino, MD, PhD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2013/09/Turkey-Protests-Executive-Summary-September-2013.pdf
Letter to President Obama on Force-Feeding at Guantánamo,,other,2013-11-01,,,https://phr.org/our-work/resources/letter-to-president-obama-on-force-feeding-at-guantnamo/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-President-Obama-Guantanamo-November-2013.pdf
Hunger Strikes and the Practice of Force-Feeding,,other,2013-10-01,,,https://phr.org/our-work/resources/hunger-strikes-and-the-practice-of-force-feeding/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/PHR_ForceFeeding_FactSheet.pdf
Shadow Report to the Human Rights Committee on the United States' Compliance with the International Covenant on Civil and Political Rights,,other,2013-09-01,,,https://phr.org/our-work/resources/shadow-report-to-the-human-rights-committee-on-the-united-states-compliance-with-the-international-covenant-on-civil-and-political-rights/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/ICCPR-US-Shadow-Report.pdf
Prepared Remarks – Health Care & Violence: The Need for Effective Protection,,other,2014-09-25,,,https://phr.org/our-work/resources/prepared-remarks-health-care-violence-the-need-for-effective-protection/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/prepared-remarks-health-care-&-violence-the-need-for-effective-protection.pdf
PHR Anti-Torture Expert Stephen N. Xenakis Testifies at Senate Judiciary Committee on Closing Guantananmo,,other,2013-07-24,,,https://phr.org/our-work/resources/phr-anti-torture-expert-stephen-n-xenakis-testifies-at-senate-judiciary-committee-on-closing-guantananmo/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Stephen_Xenakis_Testimony_7.24.13.pdf
Medical Neutrality and the Use of Weaponized Tear Gas in Bahrain,,other,2013-11-01,,,https://phr.org/our-work/resources/medical-neutrality-and-the-use-of-weaponized-tear-gas-in-bahrain/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Medical-Neutrality-and-the-Use-of-Weaponized-Tear-Gas-in-Bahrain-Fact-Sheet-2013.pdf
Nerve Agent Exposure and Collection of Forensic Evidence,,other,2013-08-01,,,https://phr.org/our-work/resources/nerve-agent-exposure-and-collection-of-forensic-evidence/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Nerve-Agent-Exposure-and-Collection-of-Forensic-Evidence-Arabic.pdf
Patterns of Anti-Muslim Violence in Burma,,report,2013-08-01,,,https://phr.org/our-work/resources/patterns-of-anti-muslim-violence-in-burma/,Mass Atrocities|Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2013/08/Burma-Violence-Report-August-2013.pdf
PHR Experts Urge Somalia’s President to Halt Use of Discredited Medical Test,,other,2013-02-18,,,https://phr.org/our-work/resources/phr-experts-urge-somalias-president-to-halt-use-of-discredited-medical-test/,,"Vincent Iacopino, MD, PhD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-President-of-Somalia-Federal-Republic-18-February-2013.pdf
Buried Alive: Solitary Confinement in the U.S Detention System,,report,2013-04-01,,,https://phr.org/our-work/resources/buried-alive-solitary-confinement-in-the-us-detention-system/,Torture|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2013/04/Solitary-Confinement-April-2013-full.pdf
Libyan Human Identification Needs Assessment and Gap Analysis,,report,2013-03-01,,,https://phr.org/our-work/resources/libyan-human-identification-needs-assessment-and-gap-analysis/,Mass Atrocities|Libya,"Nizam Peerwani, MD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2013/03/Libya-human-remains-id-assessmt-report-Mar-2013.pdf
Invisible in Isolation,,report,2012-09-01,,,https://phr.org/our-work/resources/invisible-in-isolation/,Torture|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2020/11/Invisible-in-Isolation-Sep2012-detention.pdf
Ending Impunity: The Use of Forensic Medical Evaluations to Document Torture and Ill Treatment in Kyrgyzstan,,report,2012-10-01,,,https://phr.org/our-work/resources/ending-impunity-the-use-of-forensic-medical-evaluations-to-document-torture-and-ill-treatment-in-kyrgyzstan/,Torture|Kyrgyzstan,"Vincent Iacopino, MD, PhD",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2012/10/2012-kyrgystan-ending-impunity.pdf
Bitter Wounds and Lost Dreams,,report,2012-08-01,,,https://phr.org/our-work/resources/bitter-wounds-and-lost-dreams/,Mass Atrocities|Myanmar,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2012/08/burma-karen-rpt-ltr-2012.pdf
Letter to President Obama on Releasing SSCI Report,,other,2014-01-22,,,https://phr.org/our-work/resources/letter-to-president-obama-on-releasing-ssci-report/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Letter-to-President-Obama-Guantanamo-January-2014.pdf
Doctors in the Crosshairs: Four Years of Attacks on Health Care in Syria,,report,2015-03-01,,,https://phr.org/our-work/resources/doctors-in-the-crosshairs-four-years-of-attacks-on-health-care-in-syria/,Attacks on Health Care|Syria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2015/03/doctors-in-the-crosshairs.pdf
Letter from Medical and Public Health Experts to President Thein Sein Regarding Suspension of MSF in Rakhine State,,other,2014-04-03,,,https://phr.org/our-work/resources/letter-from-medical-and-public-health-experts-to-president-thein-sein-regarding-suspension-of-msf-in-rakhine-state/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Burma-Letter-Public-Health-Experts-MSF.pdf
Richard Sollom Testifies Before Lantos Human Rights Commission on Bahrain's Use of Tear Gas,,other,2012-08-01,,,https://phr.org/our-work/resources/richard-sollom-testifies-before-lantos-human-rights-commission-on-bahrains-use-of-tear-gas/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/Bahrain-teargas-RSollom-testimony-Aug-1-2012-TLHRC.pdf
Under the Gun: Ongoing Assaults on Bahrain’s Health System,,report,2012-05-01,,,https://phr.org/our-work/resources/under-the-gun-ongoing-assaults-on-bahrains-health-system/,Attacks on Health Care|Bahrain,"Holly G. Atkinson, MD, FACP",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2012/05/Bahrain-militarization-may-2012-under-the-gun.pdf
Crucial Senate Hearing on Indefinite Detention Includes PHR Testimony by Dr. Scott Allen,,report,2012-03-01,,,https://phr.org/our-work/resources/crucial-senate-hearing-on-indefinite-detention-includes-phr-testimony-by-dr-scott-allen/,Torture|United States,"Scott A. Allen, MD, FACP",,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2012/03/PHR_Indefinite_Detention_Testimony.pdf
32nd Brigade Massacre: Evidence of war crimes and the need to ensure justice and accountability in Libya,,report,2011-12-01,,,https://phr.org/our-work/resources/32nd-brigade-massacre-evidence-of-war-crimes-and-the-need-to-ensure-justice-and-accountability-in-libya/,Mass Atrocities|Libya,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/12/Libya-32nd-Brigade-Massacre.pdf
NY Anti-Torture Legislation Memorandum of Support,,other,2011-09-01,,,https://phr.org/our-work/resources/ny-anti-torture-legislation-memorandum-of-support/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/NY-ATP-legislation-support-memo-Sept2011.pdf
William Davis Testifies on Burma Before Canadian House of Commons,,other,2012-05-10,,,https://phr.org/our-work/resources/william-davis-testifies-on-burma-before-canadian-house-of-commons/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/William-Davis-PHR-Burma-testimony-5-10-2012.pdf
"Witness to War Crimes: Evidence from Misrata, Libya",,report,2011-08-01,,,https://phr.org/our-work/resources/witness-to-war-crimes-evidence-from-misrata-libya/,Mass Atrocities|Libya,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/08/Libya-WitnesstoWarCrimes-Aug2011.pdf
"Syria: Attacks on Doctors, Patients, and Hospitals",,report,2011-12-01,,,https://phr.org/our-work/resources/syria-attacks-on-doctors-patients-and-hospitals/,Attacks on Health Care|Syria,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/12/syria-attacks-on-drs-patients-hospitals-final-2011-1.pdf
MA Anti-Torture Legislation Memorandum of Support,,other,2011-09-01,,,https://phr.org/our-work/resources/ma-anti-torture-legislation-memorandum-of-support/,,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://s3.amazonaws.com/PHR_other/MA-ATP-legislation-support-memo-Sept2011.pdf
Punishment Before Justice: Indefinite Detention in the US,,report,2011-06-01,,,https://phr.org/our-work/resources/punishment-before-justice-indefinite-detention-in-the-us/,Torture|United States,,,b693cdac-b16e-4685-8b4c-4f5e6d1d58d8,https://phr.org/wp-content/uploads/2011/06/indefinite-detention-june2011.pdf
